Registration Number,UG Name of university,UGCGPA,Year of graduation,Employeed after graduation,Location of primary school,Location of secondary school,Disability,Fatherss highest level of education,Motherss highest level of education,Socio-economic level,Father occupation,Mother occupation,Electronic gadgets,Internet access at home,VT,QT,AT,OT
10541,Adiss Ababa University,2.49,2006/1999 E.c.,Yes,Amhara,Amhara,,Secondary Education,,Same as,teacher,house wife," Laptop computer, ",Yes,26,11,18,55
19234,New Generation University College,3,2011,Yes,Gambela,Addis Ababa,,Non Literate Adult and Non Formal Education,,Same as,Priest,House Wife,"Mobile phone with touch screen, Mobile phone with touch screen, Mobile phone with touch screen, Mobile phone with touch screen, Mobile phone with touch screen, Mobile phone with touch screen, Mobile phone with touch screen, Mobile phone with touch screen, Mobile phone with touch screen, Mobile phone with touch screen, Mobile phone with touch screen, Mobile phone with touch screen, Mobile phone with touch screen, Mobile phone with touch screen, Mobile phone with touch screen, ",No,22,13,20,55
19264,Addis Ababa university,3.24,2017,Yes,Addis Ababa,Addis Ababa,,Primary Education,,Same as,personal,house wife,"Mobile phone with touch screen, ",Yes,25,18,12,55
19190,Addis Ababa University,2.21,2009,Yes,Oromia,Addis Ababa,,Primary Education,,Better than,Retaired,house wife,"Mobile phone with touch screen, ",Yes,26,18,11,55
18444,University of Gondar,3.69,2017,Yes,Amhara,Amhara,,Primary Education,,Same as,Merchant,House wife,"Mobile phone with touch screen, ",Yes,28,14,13,55
1000388,Jimma Univeristy,3.25,2000E.C,Yes,Amhara,Amhara,,Non Literate Adult and Non Formal Education,Non Literate Adult and Non Formal Education,Same as,Farmer,House Wife,"Mobile phone with touch screen, Mobile phone with touch screen, Mobile phone with touch screen, ",No,22,20,13,55
1000270,Gondar university,3.25,2016,Yes,Amhara,Addis Ababa,,Primary Education,Primary Education,Same as,Private,House wife,"Mobile phone with touch screen, ",Yes,31,15,9,55
1000278,Arbaminch University,3.27,2018,Yes,Oromia,Oromia,,Secondary Education,Primary Education,Same as,Retired for goverment office,house wife,"Mobile phone with touch screen, ",No,26,24,5,55
1000407,Addis Ababa University,2.78,2005,Yes,Oromia,Oromia,,Primary Education,Non Literate Adult and Non Formal Education,Same as,Farmer,House wife,"Mobile phone with touch screen, ",No,30,13,12,55
1002981,Addis Ababa University,2.94,2009,Yes,Amhara,Amhara,,Non Literate Adult and Non Formal Education,Primary Education,Better than,merchant,House wife,"Mobile phone with touch screen, ",No,36,9,10,55
1014657,university of Gondar,3.01,2015,Yes,Addis Ababa,Addis Ababa,,Post Secondary,Post Secondary,Same as,Teacher,house wife,"Mobile phone with touch screen, ",No,28,16,11,55
1014954,wolkite university,3.62,2013,No,Oromia,Oromia,,Primary Education,Primary Education,Same as,Merchant,house wife,"Mobile phone with touch screen, Mobile phone with touch screen, ",No,23,13,19,55
1015054,Arba Minch,3.57,2017,Yes,Amhara,Amhara,,Primary Education,Secondary Education,Same as,gaurd,House Wife,"Mobile phone with touch screen, ",No,18,16,21,55
1012577,Addis Ababa University,3.4,2001,Yes,Oromia,"Southern Nations, Nationalities, and Peoples",,Non Literate Adult and Non Formal Education,Secondary Education,Same as,Driver,HOUSE WIFE,"Mobile phone with touch screen, ",No,34,11,10,55
1014315,Addis Ababa University,3,2021,No,Addis Ababa,Addis Ababa,,Secondary Education,Secondary Education,Better than,He used to work at ELPA,House wife,"Mobile phone with touch screen, ",Yes,24,20,11,55
1015536,adama science and technology university,3.24,2018,Yes,Oromia,Oromia,,Primary Education,Non Literate Adult and Non Formal Education,Same as,SELF EMPLOYED,house wife,"Mobile phone with touch screen, ",No,26,22,7,55
1013033,mekelle university,3.67,2015 GC,Yes,Amhara,Amhara,,Primary Education,Non Literate Adult and Non Formal Education,Same as,FARMER,House wife,"Mobile phone with touch screen, ",Yes,24,22,9,55
1014754,AAU,2.76,2012,Yes,Addis Ababa,Addis Ababa,,Post Secondary,Primary Education,Same as,Government employer,house wife,"Mobile phone with touch screen, ",No,19,23,13,55
1013013,Jimma University,3.34,2014,Yes,Addis Ababa,Oromia,,Primary Education,Non Literate Adult and Non Formal Education,Same as,private,house wife,"Mobile phone with touch screen, ",No,29,20,6,55
1012993,Jimma University,3.57,2019,Yes,Addis Ababa,Addis Ababa,,Post Secondary,Primary Education,Same as,no occupation,house wife,"Mobile phone with touch screen, ",No,26,17,12,55
1013090,Wolega University,3.96,2011,Yes,Oromia,Oromia,,Post Secondary,Primary Education,Same as,Teacher,house wife,"Mobile phone with touch screen, ",Yes,37,11,7,55
1014625,mekelle university,3.09,2010 E.C,Yes,Addis Ababa,Addis Ababa,,Post Secondary,Primary Education,Same as,retired,house wife,"Mobile phone with touch screen, ",Yes,27,19,9,55
1015570,Arsi University,2.2,2021,Yes,Addis Ababa,Addis Ababa,,Post Secondary,Post Secondary,Same as,He is retired,House Wife,"Mobile phone with touch screen, ",Yes,26,16,13,55
1015358,Arbaminch university,2.95,2017,Yes,Addis Ababa,Addis Ababa,,Secondary Education,Primary Education,Same as,evanglist,House wife,"Mobile phone with touch screen, ",Yes,30,16,9,55
1014009,Wollega Univrsity,3.38,6/6/2021,Yes,Oromia,Oromia,,Non Literate Adult and Non Formal Education,Non Literate Adult and Non Formal Education,Same as,marchant,house wife,"Mobile phone with touch screen, ",No,22,21,12,55
1014181,DebreMakos University,3,2019,Yes,Addis Ababa,Addis Ababa,,Post Secondary,Secondary Education,Same as,on pension,house wife,"Mobile phone with touch screen, ",No,21,18,16,55
1016797,ste MARRYsS UNIVERSITY,3.22,2020,Yes,Addis Ababa,Addis Ababa,,Other,Other,Same as,RETIREMENT,HOUSE WIFE,"Mobile phone with touch screen, ",Yes,12,24,19,55
1016971,Addis Ababa university,3.02,2015,Yes,Addis Ababa,Addis Ababa,,Other,Non Literate Adult and Non Formal Education,Same as,govermental work,house wife,"Mobile phone with touch screen, ",Yes,30,18,7,55
1016699,Woldia University,3.82,20017 G.C,Yes,Amhara,Amhara,,Non Literate Adult and Non Formal Education,Non Literate Adult and Non Formal Education,Same as,Farmer,House wife," Desktop computer, ",No,22,22,11,55
1017492,bahir dar university,2.9,2010,Yes,Oromia,Oromia,,Secondary Education,Post Secondary,Same as,marchent,house wife,"Mobile phone with touch screen, ",No,19,19,17,55
1017454,debremarkos,3.28,2021,No,Amhara,Amhara,,Post Secondary,Non Literate Adult and Non Formal Education,Same as,finance managemet,house wife,"Mobile phone with touch screen, ",Yes,18,27,10,55
1017445,university of gondar,2.6,2008,Yes,"Southern Nations, Nationalities, and Peoples",Addis Ababa,,Non Literate Adult and Non Formal Education,Non Literate Adult and Non Formal Education,Same as,farmer,house wife,"Mobile phone with touch screen, ",Yes,21,23,11,55
1018779,Haramaya University,3.4,2006,Yes,Addis Ababa,Addis Ababa,,Secondary Education,Secondary Education,Same as,Government Employee,House wife,"Mobile phone with touch screen, ",Yes,29,20,6,55
1018687,Addis Ababa University,2.75,2018,Yes,Addis Ababa,Addis Ababa,,Primary Education,Non Literate Adult and Non Formal Education,Same as,Retired,house wife,"Mobile phone with touch screen, ",No,28,18,9,55
1046709,wolkite university,3.81,2011,Yes,Addis Ababa,Addis Ababa,,Post Secondary,Primary Education,Same as,Passed Away,House wife,"Mobile phone with touch screen, ",Yes,31,14,10,55
1044377,Jimma university,3.65,2009,Yes,Oromia,Oromia,,Secondary Education,Primary Education,Worse than,Retiered,House wife,"Mobile phone with touch screen, ",Yes,46,9,,55
1037537,unity university,3.19,2021 G.C,Yes,Addis Ababa,Addis Ababa,,Post Secondary,Post Secondary,Same as,acountant,house wife,"Mobile phone with touch screen, ",Yes,30,19,6,55
1041268,WOLLO UNIVERSITY,3.66,2013,Yes,Oromia,Oromia,,Primary Education,Primary Education,Same as,farmer,house wife," Laptop computer, ",Yes,25,15,15,55
1042597,Wollega University,3.51,2011,Yes,Oromia,Oromia,,Secondary Education,Non Literate Adult and Non Formal Education,Worse than,laborer,house wife,"Mobile phone with touch screen, ",Yes,27,10,18,55
1032431,Addis Ababa University,2.2,1992,Yes,Oromia,Oromia,,Non Literate Adult and Non Formal Education,Non Literate Adult and Non Formal Education,Same as,business man,house wife,"Mobile phone with touch screen, ",Yes,22,21,12,55
1046806,RIFT VALLEY UNIVERSITY,3.57,2021,Yes,Oromia,Oromia,,Post Secondary,Post Secondary,Same as,none,house wife,"Mobile phone with touch screen, ",No,19,19,17,55
1042747,woliata sodo university,3.5,2013,Yes,Oromia,Oromia,Physical/Motor Impairment,Non Literate Adult and Non Formal Education,Non Literate Adult and Non Formal Education,Same as,farmer,House Wife,"Mobile phone with touch screen, ",No,23,17,15,55
1041975,Addis Ababa University,3.34,2011e.c,Yes,Addis Ababa,Addis Ababa,,Post Secondary,Secondary Education,Same as,safety officer,house wife," Laptop computer, ",Yes,28,15,12,55
1041323,University of Gondar,3.57,2013/2021,Yes,Amhara,Amhara,,Non Literate Adult and Non Formal Education,Non Literate Adult and Non Formal Education,Same as,Private,House Wife," Mobile phone without touch screen, ",Yes,20,24,11,55
1042090,bethel medical colege,2.75,2018,Yes,Addis Ababa,Addis Ababa,,Secondary Education,Secondary Education,Same as,privet institution,house wife,"Mobile phone with touch screen, ",Yes,28,13,14,55
1042253,mekelle university,3.92,2013,Yes,Tigray,Tigray,,Non Literate Adult and Non Formal Education,Non Literate Adult and Non Formal Education,Better than,farmer,house wife,"Mobile phone with touch screen, ",Yes,27,16,12,55
1040710,ste lideta college,3,2008,Yes,Addis Ababa,Addis Ababa,,Secondary Education,Primary Education,Same as,merchant,house wife,"Mobile phone with touch screen, ",No,20,19,16,55
1083151,Arba Minch university,2.41,2011,Yes,Addis Ababa,Addis Ababa,,Primary Education,Primary Education,Same as,carpenter,House Wife,"Mobile phone with touch screen, ",No,21,21,13,55
1083628,Dire Dawa University,3.4,2018,Yes,Addis Ababa,Addis Ababa,,Primary Education,Non Literate Adult and Non Formal Education,Same as,Farmer,House wife,"Mobile phone with touch screen, ",Yes,20,20,15,55
1085236,wachamo university,2.58,2020GC,Yes,Sidama,Sidama,,Post Secondary,Secondary Education,Same as,Teacher,House wife,"Mobile phone with touch screen, ",Yes,27,18,10,55
1042339,JIMMA UNIVERSITY,3.3,2015,Yes,Oromia,Oromia,,Primary Education,Non Literate Adult and Non Formal Education,Same as,EVANGELIST,HOUSE MAID," Laptop computer, ",Yes,28,14,13,55
17796,Haramaya University,3.68,2010,Yes,Oromia,Oromia,,Primary Education,,Better than,He was passed,house keeping,"Mobile phone with touch screen, Mobile phone with touch screen, ",Yes,19,24,12,55
1019866,Wolkite University,3.44,2018 G.C,Yes,Oromia,Oromia,,Post Secondary,Non Literate Adult and Non Formal Education,Same as,Teacher,house holder,"Mobile phone with touch screen, ",No,20,18,17,55
15312,St Maryss University,2.31,2018,Yes,Addis Ababa,Addis Ababa,,Non Literate Adult and Non Formal Education,,Same as,Farmer,House Hold,"Mobile phone with touch screen, ",No,20,18,17,55
1002689,Queenss College,4,2020,Yes,Addis Ababa,Addis Ababa,,Other,Non Literate Adult and Non Formal Education,Same as,Farmer,House Hold,"Mobile phone with touch screen, ",No,23,20,12,55
1015708,mekelle university,2.87,2015,Yes,Tigray,Tigray,,Non Literate Adult and Non Formal Education,Non Literate Adult and Non Formal Education,Worse than,farmer,house hold," Mobile phone without touch screen, ",No,23,17,15,55
1041422,AAU,2.82,2014,Yes,"Southern Nations, Nationalities, and Peoples","Southern Nations, Nationalities, and Peoples",,Primary Education,Non Literate Adult and Non Formal Education,Same as,Farmer,hose wife,"Mobile phone with touch screen, ",Yes,24,21,10,55
1020008,hawassa universty,3.14,2018,Yes,"Southern Nations, Nationalities, and Peoples","Southern Nations, Nationalities, and Peoples",,Post Secondary,Post Secondary,Better than,no,Home servant," Laptop computer, ",Yes,19,24,12,55
1015812,Debre brhan university,3.09,2016,Yes,Addis Ababa,Addis Ababa,,Non Literate Adult and Non Formal Education,Non Literate Adult and Non Formal Education,Same as,farmer,Home maker,"Mobile phone with touch screen, ",Yes,28,15,12,55
1041247,Addis Ababa university,3.25,2007,Yes,Addis Ababa,Addis Ababa,,Primary Education,Secondary Education,Same as,driver,government worker,"Mobile phone with touch screen, ",No,26,13,16,55
1046852,JIMMA UNIVERSITY,3.39,2021,Yes,Addis Ababa,Addis Ababa,,Secondary Education,Post Secondary,Same as,Government Employee,Government Employee,"Mobile phone with touch screen, ",Yes,28,20,7,55
1016794,Jimma University,2.77,2012,Yes,Oromia,Oromia,,Post Secondary,Post Secondary,Same as,Security,Government,"Mobile phone with touch screen, ",Yes,19,21,15,55
1042800,Assosa University,3.81,2021,Yes,Benishangul-Gumuz,Benishangul-Gumuz,,Post Secondary,Post Secondary,Same as,GOVERNMEN EMPLOYEE,GOVERNMEN EMPLOYEE,"Mobile phone with touch screen, ",No,18,25,12,55
1014697,BahirDar University Engineering Faculty,2.12,2008,Yes,Amhara,Amhara,,Post Secondary,Post Secondary,Better than,governemet,governemet,"Mobile phone with touch screen, ",Yes,23,21,11,55
1014784,Addis Ababa university,3.5,2021,No,Amhara,Amhara,,Primary Education,Primary Education,Same as,farming,farming,"Mobile phone with touch screen, ",Yes,19,19,17,55
15275,adama science and technology university,2.86,2014,No,"Southern Nations, Nationalities, and Peoples","Southern Nations, Nationalities, and Peoples",,Non Literate Adult and Non Formal Education,,Same as,farmer,farmer,"Mobile phone with touch screen, ",No,22,17,16,55
19302,Gondar university,3.68,2016,Yes,Amhara,Amhara,,Other,,Worse than,farmer,farmer,"Mobile phone with touch screen, ",No,21,16,18,55
1002752,Addis Ababa University,3.95,2010G.C,Yes,Amhara,Amhara,,Primary Education,Non Literate Adult and Non Formal Education,Same as,farmer,farmer,"Mobile phone with touch screen, ",No,28,17,10,55
1015590,Addis Ababa University,2.49,2019,Yes,"Southern Nations, Nationalities, and Peoples","Southern Nations, Nationalities, and Peoples",,Non Literate Adult and Non Formal Education,Non Literate Adult and Non Formal Education,Same as,Farmer,Farmer,"Mobile phone with touch screen, ",No,25,17,13,55
1012538,Dilla University,3.42,2007 G.C,Yes,Oromia,Oromia,,Non Literate Adult and Non Formal Education,Non Literate Adult and Non Formal Education,Same as,farmer,farmer,"Mobile phone with touch screen, ",Yes,32,13,10,55
1013573,Debre Markos college of teachers education,3.17,2013 G.C,Yes,Amhara,Amhara,,Non Literate Adult and Non Formal Education,Non Literate Adult and Non Formal Education,Same as,Farmer,Farmer,"Mobile phone with touch screen, ",No,25,23,7,55
1013621,Mekelle University,2.83,2008,Yes,Oromia,Oromia,,Primary Education,Non Literate Adult and Non Formal Education,Better than,FARMER,FARMER,"Mobile phone with touch screen, ",Yes,23,20,12,55
1014259,ARBAMINCH UNIVERSITY,3.83,2018,Yes,Oromia,Oromia,,Other,Other,Same as,farmer,farmer,"Mobile phone with touch screen, ",No,22,20,13,55
1014759,Addis Ababa University,3.6,2011,Yes,Amhara,Amhara,,Primary Education,Primary Education,Same as,farmer,farmer,"Mobile phone with touch screen, ",No,23,15,17,55
1013646,Addis Ababa University,3.15,2011,Yes,Oromia,Oromia,,Primary Education,Primary Education,Same as,Farmer,Farmer,"Mobile phone with touch screen, ",Yes,21,23,11,55
1013978,Addis Ababa University,2.54,2016,Yes,Oromia,Oromia,,Other,Other,Same as,Farmer,Farmer," Laptop computer, ",No,24,18,13,55
1014642,UNITY UNIVERSITY,3.26,2019,Yes,"Southern Nations, Nationalities, and Peoples","Southern Nations, Nationalities, and Peoples",,Secondary Education,Secondary Education,Same as,farmer,farmer,"Mobile phone with touch screen, ",Yes,24,20,11,55
1018596,Mekele University,3.2,2003,Yes,Oromia,Oromia,,Non Literate Adult and Non Formal Education,Non Literate Adult and Non Formal Education,Same as,Farmer,farmer,"Mobile phone with touch screen, ",Yes,22,25,8,55
1046861,Addis Ababa university,3,2005,Yes,Amhara,Amhara,,Non Literate Adult and Non Formal Education,Non Literate Adult and Non Formal Education,Better than,Farmer,farmer,"Mobile phone with touch screen, ",Yes,23,16,16,55
1042232,Mekelle University,3.09,2008,Yes,Oromia,Oromia,,Non Literate Adult and Non Formal Education,Non Literate Adult and Non Formal Education,Same as,farmer,farmer," Laptop computer, ",Yes,23,14,18,55
1042625,Hawassa University Wondo Genet College Forestry and Natural Resources,2.7,2006,Yes,Oromia,Oromia,,Non Literate Adult and Non Formal Education,Non Literate Adult and Non Formal Education,Same as,Farmer,Farmer,"Mobile phone with touch screen, ",Yes,30,14,11,55
1032510,Addis Ababa UNIVERSTY,3.16,2019 GC,Yes,Amhara,Amhara,,Primary Education,Non Literate Adult and Non Formal Education,Same as,FARMER,FARMER," Laptop computer, ",Yes,23,22,10,55
1037520,unity university,2.94,1999 E.C,Yes,Oromia,Oromia,,Non Literate Adult and Non Formal Education,Non Literate Adult and Non Formal Education,Same as,farmer,farmer,"Mobile phone with touch screen, Mobile phone with touch screen, ",No,26,19,10,55
